id,http_status,error
3926010,200,
3926009,200,
5130115,200,
3063474,200,
3219313,200,
4097520,200,
4312526,200,
5155380,200,
4142803,200,
4142801,200,
4142800,200,
1399607,200,
4063384,200,
4063385,200,
2842399,200,
3489772,200,
3537729,200,
3786681,200,
4647374,200,
5225189,200,
5224405,200,
1935917,200,
5167240,200,
5147524,200,
4867098,200,
5141026,200,
5128991,200,
3829671,200,
4133478,200,
3540795,200,
4149145,200,
3369175,200,
4958487,200,
4326567,200,
3099119,200,
4878035,200,
4727814,200,
4684421,200,
4873243,200,
5118727,200,
5051847,200,
5123713,200,
5127339,200,
5119024,200,
5119346,200,
5116584,200,
5119435,200,
5119442,200,
5119845,200,
5119527,200,
5045425,200,
5110357,200,
2645838,200,
5134406,200,
4886161,200,
4221087,200,
4380343,200,
4755293,200,
3612904,200,
3652990,200,
3165476,200,
5032776,200,
5081837,200,
5133942,200,
5168506,200,
5289714,200,
5348499,200,
5358618,200,
5360350,200,
5368688,200,
5413522,200,
5599028,200,
5738739,200,
5715454,200,
5030035,200,
3673713,200,
3760582,200,
3818676,200,
3894795,200,
3934740,200,
3413765,200,
3418326,200,
4084330,200,
4128412,200,
3873873,200,
1972161,200,
4380342,200,
5749974,200,
3856186,200,
4190027,200,
2532702,200,
5258487,200,
5257871,200,
4719721,200,
5003704,200,
5003709,200,
5254411,200,
4736578,200,
5194770,200,
4785400,200,
5067350,200,
5106227,200,
5276643,200,
5762134,200,
5762201,200,
5762209,200,
5762227,200,
5762292,200,
5759015,200,
5760260,200,
5761799,200,
5762353,200,
4442327,200,
4836016,200,
2530034,200,
2652712,200,
5740173,200,
4091443,200,
4488728,200,
5685165,200,
5664916,200,
5709900,200,
5757487,200,
5547044,200,
5683894,200,
5691998,200,
5695413,200,
5746519,200,
5747005,200,
5747001,200,
5758042,200,
5758048,200,
5752782,200,
5752189,200,
5752447,200,
5754116,200,
5742047,200,
3987951,200,
5755278,200,
5756868,200,
5757172,200,
2730570,200,
4530463,200,
4010916,200,
4622200,200,
5141928,200,
5398266,200,
5611819,200,
2688007,200,
3585107,200,
4118947,200,
2621678,200,
4550113,200,
4134435,200,
4387590,200,
5704352,200,
4421582,200,
5704340,200,
5159139,200,
5283499,200,
5307908,200,
5441973,200,
5078395,200,
5659793,200,
5619399,200,
5696571,200,
5734248,200,
5722978,200,
5713613,200,
2150862,200,
2375225,200,
2900393,200,
2991507,200,
3058175,200,
3368243,200,
3467893,200,
3681617,200,
4486031,200,
3853432,200,
4198186,200,
5190498,200,
5611256,200,
5733457,200,
5250555,200,
5519704,200,
5564242,200,
4592506,200,
1986638,200,
1986635,200,
5371129,200,
4898800,200,
5680320,200,
5680322,200,
5680358,200,
5746279,200,
4422170,200,
5504989,200,
4492110,200,
5334492,200,
2736752,200,
3518176,200,
3800895,200,
5713601,200,
5707788,200,
5673281,200,
5769111,200,
5512103,200,
5737845,200,
5737798,200,
5250038,200,
5683232,200,
5752585,200,
4639870,200,
5383362,200,
5391519,200,
5418634,200,
5647730,200,
2826097,200,
3628198,200,
5380841,200,
5472092,200,
5744053,200,
5721255,200,
5610617,200,
5457009,200,
5457001,200,
5456149,200,
5455742,200,
5221958,200,
5212430,200,
5009377,200,
4566788,200,
4551861,200,
4540074,200,
4450569,200,
4234584,200,
4103823,200,
5229213,200,
5280649,200,
5457016,200,
5649260,200,
5695200,200,
5520838,200,
5631430,200,
5719158,200,
4386146,200,
5752267,200,
5740258,200,
5760580,200,
4147737,200,
4147738,200,
4443892,200,
5662562,200,
5663048,200,
5638044,200,
5339074,200,
4666820,200,
5185822,200,
5682262,200,
5601705,200,
5661083,200,
5413648,200,
5496259,200,
5691943,200,
5715451,200,
5748078,200,
3093568,200,
5698777,200,
5730286,200,
5745403,200,
5664559,200,
5576382,200,
5768500,200,
4242270,200,
5770098,200,
5770376,200,
5770465,200,
5392814,200,
3811403,200,
5739549,200,
5405808,200,
5399900,200,
4970830,200,
5399169,200,
4620546,200,
5716662,200,
3991577,200,
3039533,200,
5190623,200,
5421949,200,
5479231,200,
4781884,200,
4915533,200,
4828973,200,
5313339,200,
5691366,200,
5769294,200,
5615024,200,
5308788,200,
5769637,200,
5769635,200,
5699336,200,
5691713,200,
5642931,200,
3342622,200,
4810343,200,
4703142,200,
4180301,200,
3642857,200,
3555121,200,
3557023,200,
5770038,200,
3427559,200,
3422264,200,
4904041,200,
5774117,200,
5772860,200,
5770791,200,
5771540,200,
5769424,200,
5771539,200,
5771541,200,
5771544,200,
5771566,200,
5771572,200,
4580703,200,
4777512,200,
2771031,200,
3621303,200,
3674392,200,
3850454,200,
4267157,200,
5675080,200,
5768339,200,
5768343,200,
5768756,200,
5771066,200,
5771082,200,
5771258,200,
5605023,200,
5605024,200,
5596520,200,
5594436,200,
5557326,200,
5620875,200,
5607958,200,
5595688,200,
5005443,200,
5583280,200,
5582268,200,
5551873,200,
5656659,200,
5432128,200,
5621832,200,
3859778,200,
4908856,200,
5795825,200,
5727469,200,
5728872,200,
5799621,200,
5797685,200,
5689681,200,
4812359,200,
5471615,200,
4132760,200,
5795383,200,
5795416,200,
5795941,200,
5796782,200,
3925442,200,
5797113,200,
5743632,200,
5792834,200,
5793104,200,
5789317,200,
5789316,200,
5789505,200,
5788719,200,
5788662,200,
5790279,200,
1609080,200,
1648001,200,
5258338,200,
5247572,200,
5741200,200,
5588421,200,
5759871,200,
5268576,200,
5689990,200,
5786292,200,
4835589,200,
4835590,200,
4909822,200,
4909807,200,
5158206,200,
5439235,200,
5439237,200,
5520315,200,
5743854,200,
5425609,200,
5772372,200,
5439230,200,
4322728,200,
5788664,200,
5198734,200,
5697987,200,
5807165,200,
3724397,200,
4470031,200,
5803763,200,
4820948,200,
4659686,200,
5444020,200,
5532427,200,
5668352,200,
5582777,200,
5582775,200,
5645738,200,
2435601,200,
4306601,200,
4851976,200,
4384948,200,
4014579,200,
3298212,200,
3832712,200,
4229523,200,
3991130,200,
3310780,200,
4924393,200,
5827057,200,
5829941,200,
5830282,200,
5830614,200,
5830738,200,
5390869,200,
5831385,200,
5108823,200,
5108906,200,
5237494,200,
5249708,200,
5503229,200,
5815162,200,
5815165,200,
5810781,200,
5810709,200,
5593078,200,
5807171,200,
5232023,200,
5224925,200,
3610088,200,
3275973,200,
5345928,200,
5257068,200,
5863529,200,
5898922,200,
3882623,200,
5693204,200,
5215486,200,
5221370,200,
5068010,200,
5367856,200,
4981241,200,
5481528,200,
4142964,200,
5887579,200,
5887592,200,
5113732,200,
5887790,200,
5888282,200,
5888543,200,
5888610,200,
5888594,200,
5888727,200,
5888834,200,
5889064,200,
5889111,200,
5889403,200,
3274462,200,
5421589,200,
3436695,200,
5625569,200,
5823520,200,
5885580,200,
5885864,200,
5886275,200,
2869940,200,
5871339,200,
3941626,200,
4744973,200,
5876626,200,
5876624,200,
5536911,200,
3578592,200,
5768671,200,
5774932,200,
5666154,200,
5865783,200,
5017648,200,
5738450,200,
5855085,200,
5855733,200,
5832645,200,
5759378,200,
5787331,200,
5882203,200,
3627323,200,
5886313,200,
3644681,200,
5898794,200,
5898966,200,
5899007,200,
5899321,200,
5899326,200,
5899324,200,
5899348,200,
5870686,200,
5871561,200,
5638323,200,
5858549,200,
5657168,200,
3691695,200,
3425618,200,
3409335,200,
4135188,200,
5866313,200,
3397933,200,
3752195,200,
4942345,200,
5211559,200,
5211558,200,
5211556,200,
5447523,200,
5747003,200,
5873592,200,
5883593,200,
4781895,200,
4527647,200,
4508899,200,
3147818,200,
4225369,200,
2585483,200,
4225371,200,
4725129,200,
4160099,200,
5735120,200,
5791634,200,
5755033,200,
5755032,200,
5599424,200,
3532799,200,
5860822,200,
4337580,200,
5060930,200,
3685751,200,
4409330,200,
4995796,200,
3814782,200,
2467571,200,
5903043,200,
5903122,200,
5903319,200,
5902407,200,
5902488,200,
5902869,200,
5903288,200,
5903174,200,
3711903,200,
5876170,200,
5796479,200,
3640174,200,
4673958,200,
4918558,200,
4983702,200,
5893862,200,
5222050,200,
5218711,200,
5218690,200,
5221628,200,
4825853,200,
5202357,200,
5383363,200,
5248843,200,
5250348,200,
5310824,200,
5756062,200,
5832834,200,
5832832,200,
5899782,200,
5897651,200,
5234408,200,
3695915,200,
5851652,200,
5897831,200,
5897944,200,
5433938,200,
4586077,200,
5741885,200,
2519783,200,
5898098,200,
5898208,200,
5722760,200,
5662065,200,
5881265,200,
5916696,200,
5916698,200,
5916945,200,
5911981,200,
5912141,200,
4445817,200,
5909311,200,
5908316,200,
5908854,200,
5909000,200,
5909239,200,
5909318,200,
5909331,200,
5824737,200,
5491818,200,
3113654,200,
3222750,200,
2908990,200,
3222784,200,
4073385,200,
4496729,200,
3969992,200,
3296025,200,
3126485,200,
3548415,200,
5713493,200,
3339614,200,
5041411,200,
5765247,200,
5765243,200,
5765235,200,
5765227,200,
4345773,200,
3374299,200,
3344361,200,
3247029,200,
3247028,200,
3247025,200,
4234020,200,
5710321,200,
5786085,200,
5844662,200,
5317393,200,
5894462,200,
5033941,200,
4728489,200,
5027675,200,
5046889,200,
4067220,200,
4299532,200,
4645199,200,
4890482,200,
2043140,200,
4961404,200,
4965610,200,
4999554,200,
5074799,200,
5568688,200,
5679246,200,
5630129,200,
5785402,200,
5695657,200,
5825453,200,
5608683,200,
5930565,200,
5930137,200,
2078459,200,
4277374,200,
1571446,200,
1571447,200,
1609797,200,
1889402,200,
2497304,200,
2694859,200,
2694860,200,
2727275,200,
2857407,200,
3142201,200,
3235574,200,
3378773,200,
3326588,200,
3547583,200,
5923130,200,
5923520,200,
5923677,200,
5924068,200,
5924026,200,
5924067,200,
5716027,200,
5906717,200,
5906737,200,
5715660,200,
5549148,200,
5356770,200,
5277170,200,
5209984,200,
5912342,200,
5860198,200,
5922025,200,
5944376,200,
5946595,200,
5946596,200,
5946593,200,
5946594,200,
5860799,200,
5948037,200,
5947607,200,
5947584,200,
5948039,200,
5948080,200,
5945058,200,
5948214,200,
5882790,200,
4763595,200,
4829783,200,
2230348,200,
5337094,200,
4543541,200,
4568222,200,
5914783,200,
4191654,200,
5099181,200,
5416079,200,
5708372,200,
5868142,200,
3471876,200,
5721557,200,
5340331,200,
5870863,200,
5939751,200,
5939799,200,
4872371,200,
4788852,200,
5933374,200,
5847686,200,
5934177,200,
5096729,200,
5933748,200,
5568599,200,
5850210,200,
4412615,200,
4550509,200,
4566261,200,
4477662,200,
3703048,200,
4486208,200,
3962461,200,
4450553,200,
4384201,200,
5952870,200,
4968587,200,
5949220,200,
5949256,200,
5222462,200,
5949463,200,
5949501,200,
5949728,200,
5623518,200,
5066548,200,
5952626,200,
5952641,200,
5028579,200,
5028574,200,
5427481,200,
5951587,200,
5951738,200,
5871616,200,
5941557,200,
3966739,200,
3328468,200,
3566581,200,
3738002,200,
3869125,200,
4145097,200,
4133327,200,
4386841,200,
4391895,200,
4435382,200,
4438825,200,
4467453,200,
4505211,200,
4505210,200,
4710608,200,
4791781,200,
4843809,200,
5106948,200,
5106949,200,
5143400,200,
5146240,200,
5146239,200,
5212675,200,
5239014,200,
5265702,200,
5379657,200,
5376663,200,
5451665,200,
5605502,200,
5615818,200,
5841604,200,
5380166,200,
5384410,200,
5396111,200,
5461441,200,
5465426,200,
5590832,200,
5692517,200,
5705965,200,
5705964,200,
5725226,200,
5894061,200,
5983889,200,
5983890,200,
5752467,200,
5752464,200,
5752463,200,
5989676,200,
5358486,200,
5139708,200,
5626599,200,
5884642,200,
5697697,200,
5424170,200,
5355560,200,
5347971,200,
5589238,200,
5989551,200,
5989530,200,
5989471,200,
5989047,200,
4704662,200,
4901288,200,
4575485,200,
5639281,200,
5191093,200,
5052843,200,
4681260,200,
1812324,200,
2258796,200,
4393798,200,
5967673,200,
5967687,200,
5970489,200,
5971405,200,
5137537,200,
5963082,200,
5963208,200,
5962833,200,
5963095,200,
5960666,200,
5995780,200,
5954028,200,
5996281,200,
3606710,200,
3227207,200,
3930176,200,
3935376,200,
5834166,200,
5210719,200,
5979717,200,
5979734,200,
4102639,200,
4233147,200,
4182465,200,
5987671,200,
4284855,200,
4551903,200,
4664576,200,
4894625,200,
4979491,200,
5246151,200,
5721066,200,
5721146,200,
5795192,200,
5837037,200,
3810751,200,
5621873,200,
5652804,200,
5748757,200,
5825638,200,
5298430,200,
5298432,200,
5310361,200,
4834020,200,
5417575,200,
5169648,200,
5464308,200,
3691604,200,
5988564,200,
5384703,200,
3242873,200,
4994287,200,
4801233,200,
5331485,200,
5312973,200,
5437602,200,
5170912,200,
5347966,200,
5355738,200,
5393872,200,
4827766,200,
5121840,200,
5176188,200,
5683480,200,
5731998,200,
3440958,200,
3210066,200,
3446818,200,
3488120,200,
4009404,200,
4600552,200,
5028960,200,
5940236,200,
4400310,200,
4600566,200,
5733486,200,
5752145,200,
5830657,200,
5992941,200,
4786752,200,
5299822,200,
5370399,200,
5977423,200,
3475269,200,
5443173,200,
5941982,200,
5619605,200,
5550519,200,
5982700,200,
4978863,200,
5995731,200,
5298863,200,
5879874,200,
5943160,200,
5996756,200,
5996882,200,
5996902,200,
4736641,200,
5278499,200,
5187416,200,
5717617,200,
5990527,200,
5653543,200,
5998043,200,
5997535,200,
5856070,200,
5856072,200,
5997879,200,
5997815,200,
5890021,200,
4777651,200,
5842931,200,
5654687,200,
5929556,200,
4276195,200,
5006880,200,
5006891,200,
5006904,200,
5870696,200,
5324244,200,
4406552,200,
4353519,200,
4158882,200,
3770996,200,
1761391,200,
5808537,200,
5716991,200,
6003556,200,
6005215,200,
5843448,200,
5996490,200,
6005213,200,
4644478,200,
6005817,200,
5874190,200,
6003347,200,
4661152,200,
4569803,200,
6002730,200,
5290193,200,
5290191,200,
5290190,200,
5290189,200,
5599029,200,
5546431,200,
3755596,200,
6005815,200,
3500717,200,
4280762,200,
4459301,200,
5063089,200,
5994245,200,
5421836,200,
5421837,200,
5466583,200,
5466585,200,
3214071,200,
3341004,200,
3674021,200,
3872637,200,
4986771,200,
5916635,200,
4763669,200,
5205015,200,
4721807,200,
6023809,200,
6015750,200,
5991387,200,
5093284,200,
5456627,200,
5649722,200,
3279923,200,
3384694,200,
3444676,200,
3447599,200,
3539338,200,
3544244,200,
3635104,200,
3694318,200,
3806877,200,
3862583,200,
3862582,200,
3862581,200,
3862586,200,
3862584,200,
3862588,200,
3890478,200,
3904894,200,
3904893,200,
3926289,200,
3963002,200,
5076371,200,
5698072,200,
5779231,200,
5677927,200,
5638335,200,
5685871,200,
6006375,200,
2401678,200,
5985995,200,
5598581,200,
5813729,200,
6010803,200,
5586162,200,
5952791,200,
5872160,200,
1667449,200,
5949219,200,
5946707,200,
5488114,200,
5992802,200,
5967497,200,
5967496,200,
5967495,200,
3227236,200,
6025573,200,
6021321,200,
5983051,200,
3192700,200,
5795423,200,
2819540,200,
3013626,200,
3093908,200,
3104749,200,
3123397,200,
3152792,200,
3168020,200,
3302686,200,
3347130,200,
3431108,200,
3464436,200,
3465986,200,
3547239,200,
3596818,200,
3636566,200,
3688185,200,
4475615,200,
4744693,200,
5110871,200,
5126807,200,
5272616,200,
5306883,200,
5373490,200,
5388255,200,
5389171,200,
5381506,200,
5380641,200,
5382228,200,
5395836,200,
5486276,200,
5510311,200,
5743397,200,
5887414,200,
5879198,200,
5875475,200,
5871103,200,
5937579,200,
5982841,200,
5985326,200,
3329601,200,
6033247,200,
6033246,200,
6033245,200,
6033257,200,
6032309,200,
6032268,200,
6032158,200,
6034149,200,
6030858,200,
6033225,200,
6029044,200,
6029103,200,
6029118,200,
5122441,200,
5950173,200,
5339946,200,
2166722,200,
2166746,200,
2166747,200,
2166748,200,
2305979,200,
2166749,200,
2184143,200,
3191407,200,
6026028,200,
6009981,200,
5600346,200,
5721758,200,
5792574,200,
5998005,200,
6017364,200,
5959059,200,
5489944,200,
5615677,200,
5695707,200,
5696377,200,
5711221,200,
5745231,200,
5796083,200,
5801649,200,
5803919,200,
5913183,200,
5937578,200,
5955573,200,
5995360,200,
5906155,200,
851728,200,
5812684,200,
5850254,200,
5992746,200,
4265619,200,
4385615,200,
4555846,200,
4773747,200,
4773739,200,
5151800,200,
5305365,200,
5382910,200,
5369212,200,
5461119,200,
5522635,200,
5724925,200,
5837618,200,
5734837,200,
5944666,200,
5964115,200,
5981998,200,
5992864,200,
6015965,200,
5465308,200,
5239785,200,
5242693,200,
5242692,200,
5251947,200,
5369979,200,
5421111,200,
5400557,200,
5418123,200,
5507527,200,
5838787,200,
6021021,200,
6014561,200,
6017369,200,
6030493,200,
5722869,200,
6034711,200,
6031167,200,
6033836,200,
6034412,200,
6034436,200,
6034442,200,
6033793,200,
6033264,200,
6033477,200,
6033535,200,
6033630,200,
6033693,200,
6032316,200,
6032383,200,
6033236,200,
5958286,200,
6058655,200,
6058656,200,
6058657,200,
6058658,200,
6058659,200,
6058660,200,
6058661,200,
6058662,200,
6058664,200,
6058665,200,
6058705,200,
6058762,200,
6058873,200,
6058912,200,
6058910,200,
6058960,200,
5426905,200,
5681115,200,
5927928,200,
5968558,200,
5971464,200,
5971472,200,
6041783,200,
6041820,200,
6042825,200,
6042988,200,
6043063,200,
6043064,200,
6037944,200,
6043371,200,
5692630,200,
5557791,200,
5837320,200,
5956328,200,
6018624,200,
4080208,200,
2672488,200,
2682270,200,
3447509,200,
3525251,200,
3471575,200,
3567042,200,
3683925,200,
3779627,200,
3873094,200,
4181062,200,
4181030,200,
4227425,200,
4227444,200,
5983361,200,
5555492,200,
5633092,200,
5672506,200,
5707841,200,
5706037,200,
5804945,200,
5804939,200,
5704812,200,
5829595,200,
5894082,200,
5717154,200,
5897883,200,
6001949,200,
6054855,200,
5494842,200,
5389040,200,
5683574,200,
6041141,200,
6055814,200,
4485600,200,
4880494,200,
5253259,200,
5949020,200,
5948175,200,
6053421,200,
5878077,200,
5389931,200,
5753021,200,
5753020,200,
5628001,200,
5427224,200,
5526478,200,
5870422,200,
6058635,200,
6058637,200,
6058634,200,
6058649,200,
6058651,200,
6058652,200,
6058653,200,
6058654,200,
5882711,200,
5882746,200,
5882748,200,
5882755,200,
5882781,200,
5882788,200,
5882793,200,
5958167,200,
6061882,200,
5621828,200,
5419462,200,
5570251,200,
5715216,200,
4536484,200,
4594332,200,
4837380,200,
4958550,200,
5068376,200,
5338547,200,
5408589,200,
5468099,200,
5741395,200,
5745418,200,
6043670,200,
6055011,200,
6013607,200,
3604569,200,
5843077,200,
4346567,200,
5958012,200,
6014248,200,
5888499,200,
5649330,200,
5203738,200,
5203740,200,
5248834,200,
5286821,200,
5545149,200,
5780791,200,
6030448,200,
6016322,200,
4435497,200,
3496209,200,
3692381,200,
4435465,200,
4435479,200,
4435508,200,
3732460,200,
4488522,200,
4952577,200,
4995772,200,
5158086,200,
5481687,200,
5481688,200,
5494869,200,
5494883,200,
5494897,200,
5769526,200,
5932957,200,
5932943,200,
5932940,200,
6049514,200,
6016941,200,
6077267,200,
6084742,200,
6080037,200,
6086472,200,
5968458,200,
5968463,200,
6059669,200,
6086570,200,
6086637,200,
6087199,200,
6087211,200,
4992012,200,
5740256,200,
5793293,200,
6002424,200,
6074310,200,
6087288,200,
6087405,200,
6087700,200,
6051335,200,
6051334,200,
6051333,200,
6051332,200,
6079528,200,
6079527,200,
6079526,200,
4934811,200,
6064674,200,
4814642,200,
4826089,200,
4131033,200,
4849691,200,
6040068,200,
4856312,200,
4856310,200,
6000372,200,
4866941,200,
4867289,200,
4867929,200,
4873695,200,
4877712,200,
6044554,200,
6027562,200,
4925199,200,
5197429,200,
6096062,200,
4302700,200,
4842974,200,
5093702,200,
5042227,200,
5436506,200,
5436505,200,
6091768,200,
6091975,200,
6091983,200,
5690822,200,
6055486,200,
4764285,200,
6092035,200,
6091993,200,
6007622,200,
6092064,200,
6092091,200,
6092142,200,
6092248,200,
6092282,200,
2396688,200,
3934494,200,
4109693,200,
4268396,200,
4513805,200,
4691125,200,
4752459,200,
5191819,,"HTTPSConnectionPool(host='rule34.xxx', port=443): Read timed out. (read timeout=15)"
5195279,200,
5281092,200,
5940269,200,
5940263,200,
2179618,200,
3886661,200,
4496552,200,
3477990,200,
3477988,200,
3477978,200,
6030696,200,
2862906,200,
3479065,200,
3713675,200,
3572993,200,
6030596,200,
6032030,200,
6051990,200,
6060755,200,
5932959,200,
5932958,200,
6092936,200,
6062965,200,
5967804,200,
5018772,200,
4012421,200,
4148909,200,
3488719,200,
5165290,200,
5890811,200,
5987647,200,
5953396,200,
5189538,200,
5026195,200,
6084745,200,
5558749,200,
5558748,200,
4325126,200,
2284865,200,
6058547,200,
5831467,200,
5701269,200,
6037458,200,
4899943,200,
4899942,200,
4899941,200,
4578433,200,
5023805,200,
4897807,200,
4897803,200,
4897801,200,
4897799,200,
4897796,200,
6099781,200,
6099780,200,
6099778,200,
6108630,200,
3148056,200,
5042446,200,
5782934,200,
6111028,200,
6112318,200,
5214230,200,
6101900,200,
4587923,200,
4582836,200,
6068708,200,
6077680,200,
6091035,200,
6087439,200,
6054014,200,
5998958,200,
6116968,200,
6017989,200,
5638334,200,
5638673,200,
4726628,200,
6059246,200,
6048542,200,
3937469,200,
4395010,200,
5841603,200,
5841602,200,
5919776,200,
6057576,200,
6057575,200,
6057574,200,
6047219,200,
6018933,200,
6067111,200,
6099951,200,
6108556,200,
6117992,200,
6117991,200,
6117990,200,
6117989,200,
6117987,200,
6117986,200,
5929880,200,
6099145,200,
5885967,200,
5014856,200,
1640150,200,
1634010,200,
2433487,200,
2618889,200,
2668134,200,
2838075,200,
3038160,200,
3055811,200,
5300700,200,
5353697,200,
5657149,200,
5723287,200,
6100150,200,
6008954,200,
5944146,200,
5944261,200,
5944214,200,
5936191,200,
5035845,200,
5405112,200,
5405111,200,
5405110,200,
5405108,200,
6099839,200,
4472082,200,
4472081,200,
5582781,200,
5582780,200,
5781262,200,
899933,200,
3090847,200,
6124123,200,
3470962,200,
4682758,200,
5984327,200,
5998610,200,
6013617,200,
6075292,200,
6099406,200,
6104041,200,
6127359,200,
6127469,200,
4716941,200,
5124224,200,
5979965,200,
6126740,200,
6126898,200,
4903392,200,
2392380,200,
5180524,200,
6128501,200,
6128532,200,
6104193,200,
4189909,200,
4850132,200,
4850131,200,
5648662,200,
5744415,200,
5989741,200,
5989735,200,
5989732,200,
